id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,bedrooms,bathrooms,squarefootage,lotsize,yearbuilt,status,price,listeddate,daysonmarket,log_price
"5607-Hollow-Oak-Rd,-Orlando,-FL-32808","5607 Hollow Oak Rd, Orlando, FL 32808",5607 Hollow Oak Rd,,Orlando,FL,32808,Orange,28.585147,-81.4572,single_family,4.0,2.0,2481.0,10132.0,1969.0,Active,348999,2024-02-20T00:00:00.000Z,431,12.762827201184564
"4830-Norwalk-Pl,-Orlando,-FL-32808","4830 Norwalk Pl, Orlando, FL 32808",4830 Norwalk Pl,,Orlando,FL,32808,Orange,28.592995,-81.445854,single_family,3.0,2.0,1299.0,8795.0,1976.0,Active,250000,2024-03-14T00:00:00.000Z,408,12.429220196836383
"1608-Mercy-Dr,-Orlando,-FL-32808","1608 Mercy Dr, Orlando, FL 32808",1608 Mercy Dr,,Orlando,FL,32808,Orange,28.56332,-81.431104,single_family,5.0,3.0,1452.0,43560.0,1958.0,Active,389900,2024-04-16T00:00:00.000Z,375,12.873648139727594
"1541-N-Hudson-St,-Orlando,-FL-32808","1541 N Hudson St, Orlando, FL 32808",1541 N Hudson St,,Orlando,FL,32808,Orange,28.560822,-81.46168,single_family,4.0,2.0,1442.0,7951.0,1956.0,Active,282500,2024-06-18T00:00:00.000Z,312,12.551437369385376
"4146-Versailles-Dr,-Orlando,-FL-32808","4146 Versailles Dr, Orlando, FL 32808",4146 Versailles Dr,,Orlando,FL,32808,Orange,28.602305,-81.430704,condo,2.0,2.0,1165.0,17860.0,1982.0,Active,149900,2024-07-01T00:00:00.000Z,299,11.917730355182513
"2222-Silver-Pines-Pl,---902,-Orlando,-FL-32808","2222 Silver Pines Pl, # 902, Orlando, FL 32808",2222 Silver Pines Pl,# 902,Orlando,FL,32808,Orange,28.574097,-81.456309,condo,3.0,2.5,1472.0,802.0,1972.0,Active,164900,2024-07-03T00:00:00.000Z,297,12.013100572810686
"4934-Samoa-Cir,---7,-Orlando,-FL-32808","4934 Samoa Cir, # 7, Orlando, FL 32808",4934 Samoa Cir,# 7,Orlando,FL,32808,Orange,28.60198,-81.437625,condo,3.0,2.5,1872.0,2306.0,1980.0,Active,280000,2024-07-19T00:00:00.000Z,281,12.54254845357358
"5920-Norvale-Ct,-Orlando,-FL-32808","5920 Norvale Ct, Orlando, FL 32808",5920 Norvale Ct,,Orlando,FL,32808,Orange,28.606526,-81.461126,single_family,4.0,2.0,1684.0,9496.0,1988.0,Active,339997,2024-08-08T00:00:00.000Z,261,12.736695014222102
"4165-Player-Cir,---528,-Orlando,-FL-32808","4165 Player Cir, # 528, Orlando, FL 32808",4165 Player Cir,# 528,Orlando,FL,32808,Orange,28.591022,-81.431225,condo,1.0,1.5,838.0,5584.0,1974.0,Active,140000,2024-08-20T00:00:00.000Z,249,11.849404844423074
"5230-Clarion-Oaks-Dr,-Orlando,-FL-32808","5230 Clarion Oaks Dr, Orlando, FL 32808",5230 Clarion Oaks Dr,,Orlando,FL,32808,Orange,28.60586,-81.448205,single_family,3.0,2.0,1302.0,7700.0,1991.0,Active,285000,2024-08-20T00:00:00.000Z,249,12.560247968016562
