id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,lotsize,status,price,listeddate,daysonmarket,bedrooms,bathrooms,squarefootage,yearbuilt,log_price
"4022-Shellman-St,-Orlando,-FL-32811","4022 Shellman St, Orlando, FL 32811",4022 Shellman St,,Orlando,FL,32811,Orange,28.524215,-81.426734,single_family,8512.0,Active,199999,2023-07-26T00:00:00.000Z,640,3.0,1.0,943.0,1958.0,12.206072645530174
"4728-Walden-Cir,---31,-Orlando,-FL-32811","4728 Walden Cir, # 31, Orlando, FL 32811",4728 Walden Cir,# 31,Orlando,FL,32811,Orange,28.490559,-81.443922,condo,8558.0,Active,210000,2023-10-27T00:00:00.000Z,547,3.0,2.0,1111.0,1988.0,12.25486757159303
"4865-Cypress-Woods-Dr,-Apt-2204,-Orlando,-FL-32811","4865 Cypress Woods Dr, Apt 2204, Orlando, FL 32811",4865 Cypress Woods Dr,Apt 2204,Orlando,FL,32811,Orange,28.494108,-81.451358,condo,16553.0,Active,237000,2024-04-11T00:00:00.000Z,380,3.0,2.0,1351.0,2000.0,12.37581963951765
"5566-Metrowest-Blvd,-Apt-104,-Orlando,-FL-32811","5566 Metrowest Blvd, Apt 104, Orlando, FL 32811",5566 Metrowest Blvd,Apt 104,Orlando,FL,32811,Orange,28.51169,-81.458466,condo,13939.0,Active,214980,2024-03-19T00:00:00.000Z,403,2.0,2.0,1159.0,1999.0,12.278304931111734
"5132-Conroy-Rd,-Unit-937,-Orlando,-FL-32811","5132 Conroy Rd, Unit 937, Orlando, FL 32811",5132 Conroy Rd,Unit 937,Orlando,FL,32811,Orange,28.494089,-81.445371,condo,10019.0,Active,178000,2024-05-09T00:00:00.000Z,352,3.0,2.0,1237.0,1988.0,12.08954444723597
"5500-Metrowest-Blvd,-Apt-304,-Orlando,-FL-32811","5500 Metrowest Blvd, Apt 304, Orlando, FL 32811",5500 Metrowest Blvd,Apt 304,Orlando,FL,32811,Orange,28.513006,-81.45752,condo,17424.0,Active,175000,2024-05-13T00:00:00.000Z,348,1.0,1.0,709.0,1999.0,12.07254696717504
"4736-Walden-Cir,-Unit-12,-Orlando,-FL-32811","4736 Walden Cir, Unit 12, Orlando, FL 32811",4736 Walden Cir,Unit 12,Orlando,FL,32811,Orange,28.490154,-81.443572,condo,5275.0,Active,170000,2024-06-26T00:00:00.000Z,304,1.0,1.0,760.0,1988.0,12.04355959836804
"5518-Metrowest-Blvd,-Apt-207,-Orlando,-FL-32811","5518 Metrowest Blvd, Apt 207, Orlando, FL 32811",5518 Metrowest Blvd,Apt 207,Orlando,FL,32811,Orange,28.513029,-81.455719,condo,9552.0,Active,175000,2024-07-10T00:00:00.000Z,290,1.0,1.0,786.0,1999.0,12.07254696717504
"5530-Metrowest-Blvd,---9-311,-Orlando,-FL-32811","5530 Metrowest Blvd, # 9-311, Orlando, FL 32811",5530 Metrowest Blvd,# 9-311,Orlando,FL,32811,Orange,28.5124,-81.456657,condo,7035.0,Active,219000,2024-08-04T00:00:00.000Z,265,2.0,2.0,1073.0,1999.0,12.296831574998258
"5536-Metrowest-Blvd,---8-304,-Orlando,-FL-32811","5536 Metrowest Blvd, # 8-304, Orlando, FL 32811",5536 Metrowest Blvd,# 8-304,Orlando,FL,32811,Orange,28.511848,-81.456017,condo,7035.0,Active,219000,2024-08-04T00:00:00.000Z,265,2.0,2.0,1073.0,1999.0,12.296831574998258
