id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,bedrooms,bathrooms,squarefootage,lotsize,yearbuilt,status,price,listeddate,daysonmarket,log_price
"400-E-Colonial-Dr,-Apt-203,-Orlando,-FL-32803","400 E Colonial Dr, Apt 203, Orlando, FL 32803",400 E Colonial Dr,Apt 203,Orlando,FL,32803,Orange,28.552804,-81.372234,condo,2.0,2.0,1109.0,12197.0,1975.0,Active,264000,2023-09-28T00:00:00.000Z,558,12.483708170000067
"4216-Lake-Underhill-Rd,-Apt-D,-Orlando,-FL-32803","4216 Lake Underhill Rd, Apt D, Orlando, FL 32803",4216 Lake Underhill Rd,Apt D,Orlando,FL,32803,Orange,28.536909,-81.333203,condo,3.0,2.0,1640.0,547114.0,1969.0,Active,273500,2024-04-03T00:00:00.000Z,370,12.519060557144618
"202-S-Bumby-Ave,-Orlando,-FL-32803","202 S Bumby Ave, Orlando, FL 32803",202 S Bumby Ave,,Orlando,FL,32803,Orange,28.540277,-81.352183,multi-family,6.0,3.0,2346.0,12632.0,1941.0,Active,950000,2024-05-08T00:00:00.000Z,335,13.76421831620775
"400-E-Colonial-Dr,-Apt-1609,-Orlando,-FL-32803","400 E Colonial Dr, Apt 1609, Orlando, FL 32803",400 E Colonial Dr,Apt 1609,Orlando,FL,32803,Orange,28.552804,-81.372234,condo,2.0,2.0,1189.0,12197.0,1975.0,Active,399500,2024-05-11T00:00:00.000Z,332,12.897971547314246
"231-Severn-Way,---36,-Orlando,-FL-32803","231 Severn Way, # 36, Orlando, FL 32803",231 Severn Way,# 36,Orlando,FL,32803,Orange,28.540617,-81.35349,single_family,4.0,3.0,3087.0,5487.0,2024.0,Active,863289,2024-05-23T00:00:00.000Z,320,13.668505950697705
"809-E-Ridgewood-St,-Orlando,-FL-32803","809 E Ridgewood St, Orlando, FL 32803",809 E Ridgewood St,,Orlando,FL,32803,Orange,28.546958,-81.367129,single_family,5.0,4.0,4408.0,10890.0,1935.0,Active,1449000,2024-05-24T00:00:00.000Z,319,14.186384911433706
"816-E-Amelia-St,-Orlando,-FL-32803","816 E Amelia St, Orlando, FL 32803",816 E Amelia St,,Orlando,FL,32803,Orange,28.549176,-81.366801,multi-family,2.0,2.0,1359.0,6882.0,1950.0,Active,699000,2024-08-21T00:00:00.000Z,230,13.457407451830088
"608-N-Summerlin-Ave,-Orlando,-FL-32803","608 N Summerlin Ave, Orlando, FL 32803",608 N Summerlin Ave,,Orlando,FL,32803,Orange,28.551419,-81.368882,single_family,2.0,2.0,1050.0,8147.0,1950.0,Active,509000,2024-08-22T00:00:00.000Z,229,13.140205260167273
"727-Park-Lake-Cir,-Orlando,-FL-32803","727 Park Lake Cir, Orlando, FL 32803",727 Park Lake Cir,,Orlando,FL,32803,Orange,28.554339,-81.37067,single_family,5.0,4.0,3046.0,14810.0,1925.0,Active,1650000,2024-08-23T00:00:00.000Z,228,14.316286451937186
"503-N-Summerlin-Ave,-Orlando,-FL-32803","503 N Summerlin Ave, Orlando, FL 32803",503 N Summerlin Ave,,Orlando,FL,32803,Orange,28.54966,-81.368384,single_family,5.0,3.0,4320.0,893.0,2007.0,Active,1499000,2024-08-24T00:00:00.000Z,227,14.22030944419592
