id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,bedrooms,bathrooms,squarefootage,lotsize,yearbuilt,status,price,listeddate,daysonmarket,log_price
"4886-Conway-Rd,-Apt-76,-Orlando,-FL-32812","4886 Conway Rd, Apt 76, Orlando, FL 32812",4886 Conway Rd,Apt 76,Orlando,FL,32812,Orange,28.48315,-81.332566,condo,2.0,2.0,870.0,3752.0,1973.0,Active,200000,2023-10-17T00:00:00.000Z,539,12.206077645517674
"4395-E-Michigan-St,---4395,-Orlando,-FL-32812","4395 E Michigan St, # 4395, Orlando, FL 32812",4395 E Michigan St,# 4395,Orlando,FL,32812,Orange,28.513729,-81.331287,condo,2.0,1.0,828.0,5622.0,1980.0,Active,164900,2024-02-18T00:00:00.000Z,415,12.013100572810686
"5460-E-Michigan-St,-Apt-7,-Orlando,-FL-32812","5460 E Michigan St, Apt 7, Orlando, FL 32812",5460 E Michigan St,Apt 7,Orlando,FL,32812,Orange,28.513885,-81.315308,condo,1.0,1.0,836.0,3696.0,1990.0,Active,185000,2024-03-21T00:00:00.000Z,383,12.128116509451258
"4790-Anderson-Rd,-Orlando,-FL-32812","4790 Anderson Rd, Orlando, FL 32812",4790 Anderson Rd,,Orlando,FL,32812,Orange,28.5021,-81.324032,single_family,3.0,3.0,2077.0,49223.0,1953.0,Active,599800,2024-05-06T00:00:00.000Z,337,13.304353212518063
"4436-Yachtmans-Ct,-Orlando,-FL-32812","4436 Yachtmans Ct, Orlando, FL 32812",4436 Yachtmans Ct,,Orlando,FL,32812,Orange,28.494015,-81.329069,single_family,3.0,2.0,2508.0,8055.0,1989.0,Active,545000,2024-05-11T00:00:00.000Z,332,13.208542908506082
"4548-Summergrove-Ave,-Orlando,-FL-32812","4548 Summergrove Ave, Orlando, FL 32812",4548 Summergrove Ave,,Orlando,FL,32812,Orange,28.497707,-81.31401,townhouse,2.0,2.0,943.0,3607.0,1983.0,Active,270000,2024-06-19T00:00:00.000Z,293,12.506180941677357
"4808-Anderson-Rd,-Orlando,-FL-32812","4808 Anderson Rd, Orlando, FL 32812",4808 Anderson Rd,,Orlando,FL,32812,Orange,28.502204,-81.323606,single_family,3.0,3.0,2163.0,26572.0,1978.0,Active,736900,2024-07-15T00:00:00.000Z,267,13.510208833790402
"5325-Curry-Ford-Rd,-Apt-D203,-Orlando,-FL-32812","5325 Curry Ford Rd, Apt D203, Orlando, FL 32812",5325 Curry Ford Rd,Apt D203,Orlando,FL,32812,Orange,28.525974,-81.317253,condo,2.0,1.0,896.0,5614.0,1968.0,Active,150000,2024-08-09T00:00:00.000Z,242,11.918397239722838
"5219-Mystic-Point-Ct,-Orlando,-FL-32812","5219 Mystic Point Ct, Orlando, FL 32812",5219 Mystic Point Ct,,Orlando,FL,32812,Orange,28.515844,-81.319046,single_family,4.0,2.0,2287.0,5211.0,2006.0,Active,484900,2024-08-14T00:00:00.000Z,237,13.0917000253722
"1826-Gadsen-Blvd,-Orlando,-FL-32812","1826 Gadsen Blvd, Orlando, FL 32812",1826 Gadsen Blvd,,Orlando,FL,32812,Orange,28.521503,-81.315856,land,4.0,2.0,1248.0,13504.0,1980.0,Active,295000,2024-08-14T00:00:00.000Z,237,12.59473402514672
"3034-Touraine-Ave,-Orlando,-FL-32812","3034 Touraine Ave, Orlando, FL 32812",3034 Touraine Ave,,Orlando,FL,32812,Orange,28.506325,-81.336889,single_family,3.0,2.0,1484.0,13504.0,1958.0,Active,315000,2024-08-14T00:00:00.000Z,237,12.660331092405906
"3605-Pershing-Ave,-Orlando,-FL-32812","3605 Pershing Ave, Orlando, FL 32812",3605 Pershing Ave,,Orlando,FL,32812,Orange,28.497736,-81.336234,single_family,3.0,2.0,1924.0,13068.0,1960.0,Active,644900,2024-09-05T00:00:00.000Z,215,13.37685209562527
"5317-Curry-Ford-Rd,-Apt-O205,-Orlando,-FL-32812","5317 Curry Ford Rd, Apt O205, Orlando, FL 32812",5317 Curry Ford Rd,Apt O205,Orlando,FL,32812,Orange,28.525234,-81.31839,condo,1.0,1.0,546.0,5462.0,1968.0,Active,120000,2024-09-04T00:00:00.000Z,216,11.695255355062795
"4118-Isle-Vista-Ave,-Belle-Isle,-FL-32812","4118 Isle Vista Ave, Belle Isle, FL 32812",4118 Isle Vista Ave,,Belle Isle,FL,32812,Orange,28.47569,-81.339426,single_family,7.0,6.0,6574.0,21780.0,2017.0,Active,2375000,2024-09-03T00:00:00.000Z,217,14.680508416503422
"5819-Colchester-Dr,-Orlando,-FL-32812","5819 Colchester Dr, Orlando, FL 32812",5819 Colchester Dr,,Orlando,FL,32812,Orange,28.483403,-81.314756,single_family,4.0,2.0,1144.0,7026.0,1961.0,Active,359900,2024-09-12T00:00:00.000Z,208,12.79358427261286
"5136-Turnbull-Dr,-Orlando,-FL-32812","5136 Turnbull Dr, Orlando, FL 32812",5136 Turnbull Dr,,Orlando,FL,32812,Orange,28.481327,-81.314414,single_family,3.0,2.0,1030.0,8412.0,1961.0,Active,355999,2024-09-20T00:00:00.000Z,200,12.782686009834167
"4625-Ternstone-Ave,-Orlando,-FL-32812","4625 Ternstone Ave, Orlando, FL 32812",4625 Ternstone Ave,,Orlando,FL,32812,Orange,28.486559,-81.316468,manufactured,3.0,2.0,781.0,4000.0,1968.0,Active,185000,2024-09-25T00:00:00.000Z,195,12.128116509451258
"1815-Larkin-Ave,-Orlando,-FL-32812","1815 Larkin Ave, Orlando, FL 32812",1815 Larkin Ave,,Orlando,FL,32812,Orange,28.521981,-81.316285,single_family,3.0,2.0,1023.0,6926.0,1949.0,Active,375000,2024-10-04T00:00:00.000Z,186,12.834683971615659
"5317-Curry-Ford-Rd,---20,-Orlando,-FL-32812","5317 Curry Ford Rd, # 20, Orlando, FL 32812",5317 Curry Ford Rd,# 20,Orlando,FL,32812,Orange,28.525234,-81.318393,condo,1.0,1.0,777.0,5073.0,1968.0,Active,134975,2024-10-03T00:00:00.000Z,187,11.812852263838446
