id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,bedrooms,bathrooms,squarefootage,lotsize,yearbuilt,status,price,listeddate,daysonmarket,log_price
"530-E-Central-Blvd,-Apt-1002,-Orlando,-FL-32801","530 E Central Blvd, Apt 1002, Orlando, FL 32801",530 E Central Blvd,Apt 1002,Orlando,FL,32801,Orange,28.541908,-81.370161,condo,2.0,2.0,1304.0,13504.0,1985.0,Active,315000,2023-09-25T00:00:00.000Z,561,12.660331092405906
"155-S-Court-Ave,-Unit-2107,-Orlando,-FL-32801","155 S Court Ave, Unit 2107, Orlando, FL 32801",155 S Court Ave,Unit 2107,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,730.0,3668.0,2007.0,Active,245000,2023-05-22T00:00:00.000Z,687,12.409017571151187
"155-S-Court-Ave,-Unit-1704,-Orlando,-FL-32801","155 S Court Ave, Unit 1704, Orlando, FL 32801",155 S Court Ave,Unit 1704,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,715.0,3668.0,2007.0,Active,225000,2024-03-21T00:00:00.000Z,383,12.323860125621126
"304-E-South-St,-Unit-4027,-Orlando,-FL-32801","304 E South St, Unit 4027, Orlando, FL 32801",304 E South St,Unit 4027,Orlando,FL,32801,Orange,28.537812,-81.37531,condo,1.0,1.0,744.0,94090.0,2002.0,Active,158000,2024-03-03T00:00:00.000Z,401,11.970356641102999
"155-S-Court-Ave,-Unit-1804,-Orlando,-FL-32801","155 S Court Ave, Unit 1804, Orlando, FL 32801",155 S Court Ave,Unit 1804,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,715.0,3668.0,2007.0,Active,189900,2024-04-28T00:00:00.000Z,345,12.15425816271595
"100-S-Eola-Dr,-Unit-609,-Orlando,-FL-32801","100 S Eola Dr, Unit 609, Orlando, FL 32801",100 S Eola Dr,Unit 609,Orlando,FL,32801,Orange,28.540941,-81.370392,condo,3.0,2.0,2035.0,28314.0,2005.0,Active,775000,2024-04-29T00:00:00.000Z,344,13.560619598657233
"120-S-Thornton-Ave,-Orlando,-FL-32801","120 S Thornton Ave, Orlando, FL 32801",120 S Thornton Ave,,Orlando,FL,32801,Orange,28.540694,-81.365578,single_family,2.0,2.0,1619.0,11761.0,1925.0,Active,879000,2024-05-10T00:00:00.000Z,333,13.686541314323094
"530-E-Central-Blvd,-Apt-802,-Orlando,-FL-32801","530 E Central Blvd, Apt 802, Orlando, FL 32801",530 E Central Blvd,Apt 802,Orlando,FL,32801,Orange,28.541809,-81.370232,condo,2.0,2.0,1304.0,13504.0,1985.0,Active,310000,2024-06-07T00:00:00.000Z,305,12.644330802262578
"150-E-Robinson-St,-Unit-1709,-Orlando,-FL-32801","150 E Robinson St, Unit 1709, Orlando, FL 32801",150 E Robinson St,Unit 1709,Orlando,FL,32801,Orange,28.545121,-81.376385,condo,2.0,2.0,1226.0,57064.0,2007.0,Active,539000,2024-06-08T00:00:00.000Z,304,13.197472705176983
"155-S-Court-Ave,-Unit-1113,-Orlando,-FL-32801","155 S Court Ave, Unit 1113, Orlando, FL 32801",155 S Court Ave,Unit 1113,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,772.0,3668.0,2007.0,Active,205000,2024-06-10T00:00:00.000Z,302,12.230770136157428
"322-E-Central-Blvd,-Unit-401,-Orlando,-FL-32801","322 E Central Blvd, Unit 401, Orlando, FL 32801",322 E Central Blvd,Unit 401,Orlando,FL,32801,Orange,28.541752,-81.373253,condo,2.0,2.0,1761.0,28314.0,2001.0,Active,775000,2024-05-23T00:00:00.000Z,320,13.560619598657233
"204-E-South-St,-Unit-5056,-Orlando,-FL-32801","204 E South St, Unit 5056, Orlando, FL 32801",204 E South St,Unit 5056,Orlando,FL,32801,Orange,28.537812,-81.37531,condo,2.0,2.0,1215.0,94090.0,2002.0,Active,245000,2024-07-10T00:00:00.000Z,272,12.409017571151187
"322-E-Central-Blvd,-Unit-710,-Orlando,-FL-32801","322 E Central Blvd, Unit 710, Orlando, FL 32801",322 E Central Blvd,Unit 710,Orlando,FL,32801,Orange,28.541752,-81.373253,condo,2.0,2.0,1317.0,28314.0,2001.0,Active,480000,2024-06-20T00:00:00.000Z,292,13.081543466215237
"155-S-Court-Ave,-Unit-1610,-Orlando,-FL-32801","155 S Court Ave, Unit 1610, Orlando, FL 32801",155 S Court Ave,Unit 1610,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,804.0,3668.0,2007.0,Active,289900,2024-07-22T00:00:00.000Z,260,12.57729476436913
"155-S-Court-Ave,-Unit-2208,-Orlando,-FL-32801","155 S Court Ave, Unit 2208, Orlando, FL 32801",155 S Court Ave,Unit 2208,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,837.0,3668.0,2007.0,Active,209900,2024-07-23T00:00:00.000Z,259,12.254391269970792
"155-S-Court-Ave,-Unit-2503,-Orlando,-FL-32801","155 S Court Ave, Unit 2503, Orlando, FL 32801",155 S Court Ave,Unit 2503,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,615.0,3668.0,2007.0,Active,195000,2024-07-18T00:00:00.000Z,264,12.180759965737863
"155-S-Court-Ave,-Unit-1507,-Orlando,-FL-32801","155 S Court Ave, Unit 1507, Orlando, FL 32801",155 S Court Ave,Unit 1507,Orlando,FL,32801,Orange,28.540891,-81.377695,condo,1.0,1.0,730.0,3668.0,2007.0,Active,294000,2024-07-25T00:00:00.000Z,257,12.591338447675579
