id,formattedaddress,addressline1,addressline2,city,state,zipcode,county,latitude,longitude,propertytype,lotsize,status,price,listeddate,daysonmarket,bedrooms,bathrooms,squarefootage,yearbuilt,log_price
"4424-S-Texas-Ave,-Orlando,-FL-32839","4424 S Texas Ave, Orlando, FL 32839",4424 S Texas Ave,,Orlando,FL,32839,Orange,28.498459,-81.40873,condo,90169.0,Active,259900,2023-10-23T00:00:00.000Z,551,1.0,1.0,774.0,2024.0,12.468056068255885
"4791-S-Texas-Ave,---4791D,-Orlando,-FL-32839","4791 S Texas Ave, # 4791D, Orlando, FL 32839",4791 S Texas Ave,# 4791D,Orlando,FL,32839,Orange,28.492326,-81.406643,condo,8101.0,Active,137000,2024-04-11T00:00:00.000Z,380,2.0,2.0,976.0,1973.0,11.827743504053695
"5156-City-St,-Apt-118,-Orlando,-FL-32839","5156 City St, Apt 118, Orlando, FL 32839",5156 City St,Apt 118,Orlando,FL,32839,Orange,28.491476,-81.415015,condo,11761.0,Active,229900,2024-05-21T00:00:00.000Z,340,3.0,2.0,1333.0,1997.0,12.345404060459082
"1419-36th-St,-Orlando,-FL-32839","1419 36th St, Orlando, FL 32839",1419 36th St,,Orlando,FL,32839,Orange,28.506546,-81.400778,single_family,20038.0,Active,369900,2024-05-21T00:00:00.000Z,340,4.0,2.0,1897.0,1946.0,12.820990681250251
"5038-Downing-St,---7,-Orlando,-FL-32839","5038 Downing St, # 7, Orlando, FL 32839",5038 Downing St,# 7,Orlando,FL,32839,Orange,28.489746,-81.40962,condo,568.0,Active,210000,2024-05-19T00:00:00.000Z,342,3.0,2.5,1216.0,1974.0,12.25486757159303
"1956-Lake-Atriums-Cir,-Apt-141,-Orlando,-FL-32839","1956 Lake Atriums Cir, Apt 141, Orlando, FL 32839",1956 Lake Atriums Cir,Apt 141,Orlando,FL,32839,Orange,28.488908,-81.406183,condo,9668.0,Active,194000,2024-05-10T00:00:00.000Z,351,3.0,2.0,1158.0,1986.0,12.175618592671356
"3593-Conroy-Rd,-Apt-437,-Orlando,-FL-32839","3593 Conroy Rd, Apt 437, Orlando, FL 32839",3593 Conroy Rd,Apt 437,Orlando,FL,32839,Orange,28.488995,-81.421353,condo,13939.0,Active,220000,2024-06-28T00:00:00.000Z,302,2.0,2.0,1174.0,2003.0,12.301387370778713
"3561-Conroy-Rd,-Apt-227,-Orlando,-FL-32839","3561 Conroy Rd, Apt 227, Orlando, FL 32839",3561 Conroy Rd,Apt 227,Orlando,FL,32839,Orange,28.487508,-81.421102,condo,13939.0,Active,229000,2024-07-17T00:00:00.000Z,283,2.0,2.0,1174.0,2003.0,12.34148164933907
"5525-Pga-Blvd,-Apt-4614,-Orlando,-FL-32839","5525 Pga Blvd, Apt 4614, Orlando, FL 32839",5525 Pga Blvd,Apt 4614,Orlando,FL,32839,Orange,28.47871,-81.422669,condo,7687.0,Active,169999,2024-07-17T00:00:00.000Z,283,1.0,1.0,657.0,2000.0,12.043553716032399
"4612-Bradley-Ave,-Orlando,-FL-32839","4612 Bradley Ave, Orlando, FL 32839",4612 Bradley Ave,,Orlando,FL,32839,Orange,28.49533,-81.382196,single_family,10454.0,Active,499900,2024-07-10T00:00:00.000Z,290,4.0,3.0,2379.0,1960.0,13.12216535779974
"1964-Lake-Atriums-Cir,-Apt-162,-Orlando,-FL-32839","1964 Lake Atriums Cir, Apt 162, Orlando, FL 32839",1964 Lake Atriums Cir,Apt 162,Orlando,FL,32839,Orange,28.488988,-81.405692,condo,7862.0,Active,136999,2024-07-12T00:00:00.000Z,288,1.0,1.0,660.0,1986.0,11.827736204810263
"1320-42nd-St,-Orlando,-FL-32839","1320 42nd St, Orlando, FL 32839",1320 42nd St,,Orlando,FL,32839,Orange,28.500604,-81.398253,single_family,8599.0,Active,265000,2024-08-05T00:00:00.000Z,264,3.0,2.0,1012.0,1957.0,12.487488878546145
"1413-45th-St,-Orlando,-FL-32839","1413 45th St, Orlando, FL 32839",1413 45th St,,Orlando,FL,32839,Orange,28.498382,-81.399616,single_family,7193.0,Active,214200,2024-07-24T00:00:00.000Z,276,4.0,2.0,1603.0,1958.0,12.274670105518968
"1932-Lake-Atriums-Cir,-Apt-70,-Orlando,-FL-32839","1932 Lake Atriums Cir, Apt 70, Orlando, FL 32839",1932 Lake Atriums Cir,Apt 70,Orlando,FL,32839,Orange,28.490136,-81.406663,condo,9668.0,Active,119000,2024-08-16T00:00:00.000Z,253,2.0,2.0,864.0,1986.0,11.686887175419702
"4008-Dolomite-St,---A5,-Orlando,-FL-32839","4008 Dolomite St, # A5, Orlando, FL 32839",4008 Dolomite St,# A5,Orlando,FL,32839,Orange,28.501722,-81.408984,condo,6959.0,Active,85000,2024-09-06T00:00:00.000Z,232,1.0,1.5,762.0,1974.0,11.350418300109132
"1940-Lake-Atriums-Cir,-Apt-96,-Orlando,-FL-32839","1940 Lake Atriums Cir, Apt 96, Orlando, FL 32839",1940 Lake Atriums Cir,Apt 96,Orlando,FL,32839,Orange,28.489677,-81.406643,condo,7214.0,Active,99900,2024-09-04T00:00:00.000Z,234,1.0,1.0,526.0,1986.0,11.511934974596555
